TargetSiteID,Site name,Site type,Owner type,Company,Easting,Northing,StatusSummary,Status_2012,Status_2013,Status_2014,Status_2015,Status_2016,Status_2017,Status_2018,Status_2019,Status_2020,Survey_2012,Survey_2013,Survey_2014,Survey_2015,Survey_2016,Survey_2017,Survey_2018,Survey_2019,Survey_2020,SPHN_2013,SPHN_2014,SPHN_2015,SPHN_2016,SPHN_2017,SPHN_2018,SPHN_2019,SPHN_2020,Spray_2013,Spray_2014,Spray_2015,Spray_2016,Spray_2017,Spray_2018,Spray_2019,Spray_2020,Nest removal_2013,Nest removal_2014,Nest removal_2015,Nest removal_2016,Nest removal_2017,Nest removal_2018
1896,"Cottenham Park, SW20, Merton open Space",Park / public garden,Local Authority,,522764,169742,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,"Crooked Billet, SW19, Merton",Street tree,Local Authority,,523361,170643,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,"Daytone House, 1A Crescent Road, SW20 8EY",Residential garden,Private individual(s),,523676,169784,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,"Flat A 24 Cottenham Park Road, SW20 0RZ",Residential garden,Private individual(s),,523112,170076,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,"Flats A/B/C/D 26 Arterberry Road, SW20 8AH",Residential garden,Private individual(s),,523490,170031,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,"Hall School Wimbledon, The Downs SW20",School grounds,School,,523769,169971,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,"Hillview, SW20, Merton",Street tree,Local Authority,,522747,170027,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,"Hollymount School, Cambridge Road, SW20 0SQ",School grounds,School,,523087,169840,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,"Longworth House, 9 Woodhayes Road, SW19 4RG",Residential garden,Private individual(s),,523238,170331,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,"Marian Lodge, 5 The Downs, SW20 8HJ",Residential garden,Private individual(s),,523575,170282,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,"Mckay Road, SW20, Merton",Street tree,Local Authority,,523009,170513,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,"Melbury Gardens, SW20 Merton",Street tree,Local Authority,,522642,169875,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,"Oak Corner, 8 Oakwood Road, SW20 0PW",Residential garden,Private individual(s),,522435,169919,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,"Princes Court, 10 The Downs, SW20 8HP",Residential garden,Private individual(s),,523610,170222,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,"48 Ridgeway, SW19 4QP, Merton",Street tree,Local Authority,London Borough of Merton,523947,170735,Infested,,Infested,Infested,Infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,,,
1911,"Sacred Heart Church, Edge Hill, SW19 4LU",Private garden / land,Public / private organisation,,523935,170290,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,"South View, Clifton Road, SW19",Residential garden,Private individual(s),,523569,170698,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,"Tennis Courts at 20 Woodhayes Road, SW19 ( Contact Robert Holmes Company, 020 8947 9833?)",Recreation ground / sports field,Private individual(s),,523220,170336,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,"The Downs, SW20",Street tree,Local Authority,,523693,170059,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,"Holland Garden, LB Merton open Space",Park / public garden,Local Authority,London Borough of Merton,523138,169939,Not infested,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,"The Norwegian School, Arterberry Road, SW20",School grounds,School,,523433,170041,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,"West Wimbledon Society, 70 Richmond Road, SW20 0PQ",Private garden / land,Public / private organisation,,522741,169518,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Oasis Academy Ryelands (Ryelands Primary School),School grounds,School,Oasis Academy Oasis Academy Ryelands,534938,167713,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Long Lane Wood Bird Sanctuary,Nature reserve,Local Authority,London Borough of Croydon,535650,167506,Infested,,Not infested,Infested,Not infested,Not infested,Not infested,Not infested,,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,,,,
1922,101 Hayes Lane,Residential garden,Private individual(s),,538954,168241,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,103 Hayes Way,Residential garden,Private individual(s),,538912,168216,Not infested,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,105 Hayes Way,Residential garden,Private individual(s),,538968,168224,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,13 Whitecroft Way,Residential garden,Private individual(s),,538611,168392,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,14 Whitecroft Way,Residential garden,Private individual(s),,538567,168398,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,166 Wickham Way,Residential garden,Private individual(s),,538435,167440,Not infested,,Not infested,Not infested,,Not infested,,,,,,Surveyed,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,21 Whitecroft Way,Residential garden,Private individual(s),,538562,168333,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,23 Whitecroft Way,Residential garden,Private individual(s),,538544,168333,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,28 Whitecroft Way,Residential garden,Private individual(s),,538520,168276,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,39 Hayes Way,Residential garden,Private individual(s),,538464,168539,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,39 Whitecroft Way,Residential garden,Private individual(s),,538562,168231,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,44a Hayes Way,Residential garden,Private individual(s),,538695,168389,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,45 Whitecroft Way,Residential garden,Private individual(s),,538525,168142,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,47 Whitecroft Way,Residential garden,Private individual(s),,538511,168115,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,5 Whitecroft Way,Residential garden,Private individual(s),,538607,168495,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,58 Malmains Close,Residential garden,Private individual(s),,538560,168052,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,59 Whitecroft Way,Residential garden,Private individual(s),,538465,168044,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,61 Whitecroft Way,Residential garden,Private individual(s),,538481,168014,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,63 Whitcroft Road,Residential garden,Private individual(s),,538450,167929,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,67 Whitcroft Road,Residential garden,Private individual(s),,538442,167958,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,7 Hayes Lane,Residential garden,Private individual(s),,538155,168559,Not infested,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,82 Brabourne Rise,Residential garden,Private individual(s),,538478,167848,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,93 Hayes Way,Residential garden,Private individual(s),,538888,168325,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,90 Hayes Way,Residential garden,Private individual(s),,538918,168290,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,84 Brabourne Rise,Residential garden,Private individual(s),,538477,167847,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Den Road,Street tree,Local Authority,,539002,168591,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,Eden Court on Hanger Lane/Station Road,Residential garden,Private individual(s),,518667,181170,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,Fyfield Close,Street tree,Local Authority,,538950,168487,Not infested,,Not infested,Not infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Foxes Dale,Street tree,Local Authority,,538897,168727,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Glade Wood,Woodland,Public / private organisation,,536011,166991,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,Kelsey Park,Park / public garden,Local Authority,,537600,168824,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,91 Hayes Way,Residential garden,Private individual(s),,538915,168282,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,9 Oaklands Avenue,Residential garden,Private individual(s),,538097,165271,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,Oakwood Avenue,Street tree,Local Authority,,538508,169080,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,Palewell Common Pitch And Putt,Golf course,Public / private organisation,Palewell Common  Pitch and Putt,521127,174790,Infested,,Infested,,,,Not infested,,Infested,,,Surveyed,,,,Surveyed,,Surveyed,,,SPHN issued,,,,,,,,,,,,,,,Nest removal,,,,,
1962,"Park Avenue, BR4 0LY",Street tree,Local Authority,,538244,165845,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,Scotts Lane,Street tree,Local Authority,,538773,169078,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,Southcroft Avenue,Residential garden,Private individual(s),,538156,165694,Not infested,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,Stroud Green Way,Residential garden,Private individual(s),,535350,167251,Not infested,,Not infested,,,Not infested,,,,,,Surveyed,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,The Addington Golf Course,Golf course,Public / private organisation,The Addington Golf Course,536594,164634,Infested,,Not infested,Infested,Not infested,Not infested,,,,,,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,,
1967,"The Grove, West Wickham",Residential garden,Private individual(s),,538129,165804,Not infested,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,Wood Lodge,Residential garden,Private individual(s),,538320,165393,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,"Woodland Way, Kathleen Moore Court",Residential garden,Private individual(s),,538288,165530,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,Malmains Close,Street tree,Local Authority,,538533,168016,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,106 Hayes Way,Residential garden,Private individual(s),,538990,168040,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,11 Hayes Lane,Residential garden,Private individual(s),,538218,168578,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,15 Hayes Chase,Residential garden,Private individual(s),,539265,167578,Not infested,,Not infested,,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,18a Hayes Way,Residential garden,Private individual(s),,538374,168427,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,39 Hayes Chase,Residential garden,Private individual(s),,539177,167568,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,50 Stone Park Avenue,Residential garden,Private individual(s),,537346,168365,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,50a Manor Way,Residential garden,Private individual(s),,537434,168917,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,6 Wilmar Gardens,Residential garden,Local Authority,London Borough of Wandsworth,537630,166314,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,60a Brabourne Rise,Residential garden,Private individual(s),,538574,167960,Not infested,,Not infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,85 Marlow Crescent,Residential garden,Private individual(s),,515844,174256,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,"Copse Avenue, West Wickham",Street tree,Local Authority,,537720,165373,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Ivybridge School,School grounds,School,Ivybridge Primary School,515883,174324,Infested,Infested,Infested,,,,,Infested,,,Surveyed,Surveyed,,,,,Surveyed,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
1986,Marlow Crescent Common Land,Park / public garden,Local Authority,London Borough of Richmond upon Thames,515806,174206,Infested,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Oak Lodge Drive,Road verge,Local Authority,London Borough of Bromley,537890,166693,Infested,,Not infested,,Infested,Not infested,Not infested,,,,,Surveyed,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,
1990,"Outside the Plough Pub, Riverside Eynsham nr. Sevenoaks Kent",Private garden / land,Local Authority,,553861,165584,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Poppy Lane,Street tree,Local Authority,,535427,166494,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Shirley Oaks Hospital,Other,Public / private organisation,,535414,166508,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,St David's Close,Street tree,Local Authority,London Borough of Bromley,537896,166697,Infested,,Infested,Not infested,Not infested,,Not infested,,,,,Surveyed,,Surveyed,,Surveyed,,,,SPHN issued,SPHN issued,SPHN issued,SPHN issued,SPHN issued,,,,,Spraying,Spraying,Spraying,Spraying,,,,Nest removal,,,,,
1995,The Alders,Street tree,Local Authority,,537585,165935,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,"Perivale Park Sports Ground, Ealing",Recreation ground / sports field,Local Authority,London Borough of Ealing,515117,182788,Infested,,Infested,Not infested,,,,Infested,,,,Surveyed,Surveyed,,,,Surveyed,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
1998,Perivale Park Athletics Club,Recreation ground / sports field,Local Authority,London Borough of Ealing,515419,182919,Infested,,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
1999,Perivale Park Golf Club,Golf course,Local Authority,London Borough of Ealing,515180,182562,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,Nest removal,,,,
2000,"Gurnell Leisure Centre, Ruislip Road East, Ealing, W13 0AL",Recreation ground / sports field,Public / private organisation,Gurnell Leisure Centre,515845,182409,Infested,,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
2001,"Field north of Gurnell Leisure Centre, east of Network Rail, South of Stockdove Way",Other open space,Local Authority,London Borough of Ealing,515616,182608,Infested,,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
2002,"1-29 Riverside Close, Cuckoo Avenue, off Ruislip Road East",Residential garden,Private individual(s),,515347,182261,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,Nest removal,,,,
2003,"41 Keswick Avenue, London, SW15 3QH",Residential garden,Private individual(s),,521069,171171,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
2004,"49 Vardens Road, SW11 1RQ",Residential garden,Private individual(s),,526972,174999,Infested,,Infested,Not infested,Not infested,,Infested,,,,,Surveyed,Surveyed,Surveyed,,Surveyed,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,,,
2005,"52 Northcote Road, New Malden, KT3 3HG",Residential garden,Private individual(s),,520603,168570,Infested,,Infested,Infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,Nest removal,,,,
2006,"Ayliffe Court, Cambridge Gardens, Kingston, KT1 3NJ",Residential garden,Local Authority,Royal Borough Kingston-upon-Thames,519139,169266,Infested,,Infested,Infested,Not infested,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,,,
2007,"Brentside High School, Ruislip Road East",School grounds,School,"MITIE, Brentside High School",514780,182137,Infested,,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
2008,"Cowgate Road, Ealing",Street tree,Local Authority,London Borough of Ealing,515021,182802,Infested,,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
2009,Drayton Manor High School Playing Fields,School grounds,School,Drayton Manor High School,514849,182180,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
2010,"Field north of Ruislip Road East, between Road And River Brent",Canal / river bank,Local Authority,London Borough of Ealing,514841,182213,Infested,,Infested,Not infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,,,,,
2011,Footpath between Keswick Avenue And Coombe Hill Golf Course,Street tree,Local Authority,Royal Borough Kingston-upon-Thames,521108,171177,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,,,,,,
2012,Greenford Park Cemetery,Cemetery,Local Authority,London Borough of Ealing,513820,181566,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,Nest removal,,,,
2014,Raynes Park Sports Ground,Recreation ground / sports field,Local Authority,London Borough of Merton,522479,169284,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,Surveyed,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,,,
2015,"Warren Road, KT2",Street tree,Local Authority,Royal Borough Kingston-upon-Thames,520164,170818,Infested,,Infested,Infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,,,,,,
2016,"Hurlingham Club, Ranelagh Gardens, SW6 3PR",Private garden / land,Public / private organisation,The Hurlingham Club,524784,175705,Infested,,Infested,Infested,,,Infested,,,,,Surveyed,Surveyed,,,Surveyed,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,Nest removal,Nest removal,,,,
2017,Holland Park W14,Park / public garden,Local Authority,Royal Borough of Kensington & Chelsea,524744,179868,Infested,,Infested,Not infested,Not infested,,Infested,Infested,Infested,,,Surveyed,Surveyed,Surveyed,,Surveyed,Surveyed,Surveyed,,SPHN issued,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,,,
2018,"Network Rail, Up Line, East of Bridge RoadG1, Alongside Oisers Road, SW18",Railway / underground,Network Rail,Network Rail Ltd,525208,175053,Infested,,Infested,,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,SPHN issued,,,,,,,,,,,,,,,,,,,
2019,"Nucleus Apartments, 204 West Hill, London, SW15 3JT (Private flats)",Residential garden,Private individual(s),,523894,173922,Infested,,Infested,Previously infested,,,,,,,,Surveyed,Surveyed,,,,,,,SPHN issued,SPHN issued,,,,,,,,Spraying,,,,,,,,,,,,
2020,117 Hayes Chase,Residential garden,Private individual(s),,538992,167196,Not infested,,Not infested,,,,,,,,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,122 Barnfield Wood Road,Residential garden,Private individual(s),,538636,167358,Infested,,Not infested,Infested,Not infested,Not infested,Not infested,Not infested,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,,SPHN issued,SPHN issued,,,,,,,Spraying,Spraying,,,,,,Nest removal,,,,
2022,154 Eden Way,Residential garden,Private individual(s),,537274,167375,Not infested,,Not infested,Not infested,Not infested,Not infested,Not infested,,,,,Surveyed,Surveyed,Surveyed,Surveyed,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,
2023,184 Wickham Way,Residential garden,Private individual(s),,538469,167366,Not infested,,Not infested,Not infested,,Not infested,,,,,,Surveyed,Surveyed,,Surveyed,,,,,,,,,,,,,,,,,,,,,,,,,,
